,true_labels,predicted_labels
91448,12,0
97917,15,16
12229,0,0
2741,0,0
77889,8,1
28354,0,0
73385,7,7
43538,1,1
28157,0,0
100664,16,20
39797,1,1
55646,3,3
121045,27,2
55691,3,7
69743,6,6
72958,7,7
36117,1,6
30433,0,0
22731,0,9
69100,6,1
84407,10,10
112386,21,21
88413,11,0
108763,19,19
92579,13,18
17904,0,0
71048,6,0
20882,0,4
55937,3,3
61659,4,2
83826,10,12
30833,0,0
53620,2,0
103354,17,14
63511,5,1
107895,19,16
25504,0,0
68142,6,1
342,0,3
115500,23,2
64914,5,5
51135,2,2
11043,0,0
64921,5,5
118632,25,2
57273,3,23
105858,18,18
85910,10,2
124415,30,0
32939,1,2
113394,21,5
67788,6,6
41471,1,1
46725,1,1
33140,1,1
79501,9,0
89159,12,12
24072,0,14
85231,10,2
40557,1,1
75262,8,1
37162,1,26
51174,2,0
10020,0,0
89586,12,12
118378,25,7
43214,1,1
33600,1,1
47627,2,2
49676,2,5
84616,10,10
82081,9,9
31397,0,0
46189,1,1
61220,4,10
1235,0,0
110651,20,20
9059,0,0
91889,13,6
86828,11,11
92622,13,13
13274,0,0
50419,2,2
124134,30,30
89960,12,12
123377,29,18
12915,0,3
32503,0,0
21537,0,0
118698,25,25
101692,16,2
108701,19,0
9660,0,0
43506,1,1
90611,12,12
11601,0,0
97199,15,0
22428,0,0
22672,0,0
103839,17,17
108258,19,9
124667,30,4
82046,9,0
54945,3,3
88643,11,4
64709,5,0
82354,9,0
29573,0,16
115418,23,1
54002,3,3
69365,6,10
16615,0,0
109222,20,23
22495,0,0
76182,8,8
80678,9,9
70776,6,2
114901,22,21
120232,26,10
40279,1,1
76748,8,8
35202,1,1
83233,10,1
30902,0,1
90006,12,12
67489,6,6
5069,0,0
45870,1,1
37577,1,7
71401,7,7
32243,0,0
58120,3,3
85713,10,17
117503,24,14
86041,10,0
89138,12,12
47286,2,2
40120,1,1
22868,0,0
2707,0,11
37159,1,1
28312,0,0
25145,0,0
97214,15,4
95795,14,14
45584,1,1
54293,3,3
6804,0,0
72829,7,7
47214,2,2
96760,14,14
3282,0,0
19401,0,14
107740,19,16
59623,4,4
2391,0,0
111383,21,2
23491,0,0
64423,5,14
121644,27,0
39861,1,7
29186,0,5
15280,0,0
1131,0,0
86635,11,12
66014,5,1
26778,0,0
121746,28,5
4929,0,0
60806,4,4
106965,18,3
38442,1,1
82766,10,10
41549,1,1
38145,1,1
120343,26,10
23467,0,0
90873,12,0
118262,25,11
272,0,0
65582,5,5
53743,3,3
124078,30,28
75989,8,11
65833,5,5
10720,0,0
27667,0,0
76453,8,8
2152,0,0
120330,26,21
14154,0,16
95709,14,13
39090,1,1
63686,5,11
38864,1,1
38018,1,1
48680,2,2
11051,0,1
91082,12,10
76954,8,5
50066,2,4
41286,1,1
47778,2,2
69438,6,2
103728,17,21
115524,23,7
21448,0,0
49122,2,2
79736,9,9
55423,3,3
72490,7,7
274,0,14
20166,0,0
3102,0,0
94357,13,13
10182,0,0
65855,5,5
24540,0,7
54329,3,3
120983,27,1
58142,3,3
105590,18,18
68399,6,6
7968,0,0
12851,0,0
115844,23,7
24145,0,0
120995,27,1
74505,7,28
36471,1,18
89578,12,4
94569,14,0
95883,14,0
106035,18,10
35339,1,1
73305,7,1
101263,16,0
45696,1,10
13620,0,0
73756,7,7
79953,9,9
39192,1,1
71915,7,7
18900,0,17
121354,27,0
12330,0,0
85386,10,10
118088,25,16
119105,25,25
54938,3,3
110493,20,20
7187,0,0
39302,1,21
48422,2,5
104803,18,1
115141,23,2
84840,10,10
27897,0,0
72278,7,28
93849,13,1
3711,0,0
37007,1,1
6340,0,0
47551,2,2
9220,0,0
103859,17,19
43862,1,1
51824,2,2
4184,0,0
11045,0,0
69758,6,1
116911,24,8
47034,2,0
80285,9,0
32226,0,1
94411,13,1
72835,7,1
65469,5,5
51059,2,2
75699,8,0
78691,8,0
88200,11,0
14680,0,0
35093,1,1
4467,0,0
71122,7,11
52017,2,2
11133,0,0
81145,9,9
78549,8,8
23767,0,0
60879,4,4
46139,1,1
103429,17,17
88851,11,11
77077,8,11
59685,4,2
73877,7,10
67091,5,5
123147,29,1
40240,1,13
46483,1,10
40926,1,1
64389,5,5
3289,0,0
63122,5,5
50292,2,2
30376,0,0
72530,7,18
87901,11,5
45459,1,1
35726,1,1
73483,7,7
16319,0,11
95143,14,17
74735,7,22
60855,4,4
111799,21,8
46282,1,1
92986,13,11
3656,0,0
32434,0,0
20409,0,0
21445,0,0
60691,4,2
96958,14,22
99467,15,15
43713,1,1
54952,3,24
44202,1,1
86731,11,11
113281,21,5
13897,0,0
32375,0,0
45686,1,0
7128,0,0
17403,0,0
38837,1,1
115663,23,2
58143,3,11
73936,7,7
115807,23,2
84532,10,0
33342,1,0
6760,0,0
61905,4,4
112780,21,21
1692,0,0
43922,1,1
36997,1,1
5601,0,0
21899,0,0
50414,2,2
93744,13,1
15510,0,0
50883,2,4
96947,14,16
57881,3,3
61232,4,18
13994,0,0
27283,0,0
122420,28,0
57621,3,3
21814,0,3
56256,3,3
105544,18,18
10949,0,4
40017,1,1
27441,0,0
67566,6,5
72275,7,7
95882,14,0
82084,9,0
90590,12,1
81713,9,9
7695,0,0
11445,0,0
12728,0,0
22174,0,0
33517,1,24
1792,0,0
18956,0,0
13391,0,0
30016,0,0
15697,0,6
38489,1,1
76866,8,11
107557,19,9
96193,14,21
100945,16,17
3095,0,0
19737,0,0
86297,11,11
29199,0,0
102947,17,0
19919,0,0
85171,10,6
44609,1,1
48466,2,2
57411,3,7
29273,0,0
8563,0,9
54906,3,3
73084,7,23
122503,28,7
91475,12,0
27592,0,0
87510,11,0
99626,15,15
119994,26,1
95753,14,14
42699,1,5
84504,10,2
97238,15,15
43737,1,1
13203,0,0
31240,0,0
48714,2,2
100317,16,0
30343,0,0
41886,1,1
60454,4,4
88101,11,0
7705,0,0
4498,0,0
44048,1,6
63614,5,5
97195,15,0
1966,0,0
84031,10,10
31669,0,0
50316,2,1
66511,5,5
16314,0,0
91445,12,0
49328,2,2
74890,7,1
77978,8,8
45120,1,1
33391,1,1
65790,5,5
101146,16,0
102024,16,9
60793,4,7
98348,15,0
84445,10,7
22268,0,0
56393,3,3
83901,10,5
40489,1,1
36546,1,1
60247,4,2
27389,0,0
37777,1,1
79319,9,0
70140,6,6
78230,8,10
35874,1,4
111339,20,20
66713,5,0
26260,0,0
36913,1,1
86956,11,11
110065,20,13
92784,13,22
110372,20,20
64164,5,5
46194,1,18
42497,1,1
29635,0,0
48292,2,2
118209,25,14
84505,10,4
87603,11,11
63349,5,5
50594,2,2
105068,18,1
46337,1,1
42606,1,11
9338,0,0
100227,16,9
33252,1,1
5137,0,14
91447,12,0
31691,0,0
33090,1,1
122470,28,4
63751,5,6
17915,0,0
78638,8,0
119414,26,14
113297,21,21
22326,0,0
72318,7,7
63570,5,5
7494,0,0
90677,12,0
74487,7,7
43932,1,1
92592,13,14
75014,7,24
37793,1,1
77137,8,1
10512,0,0
100207,16,2
41200,1,1
20747,0,0
28311,0,0
98533,15,15
35722,1,1
103957,17,7
22929,0,4
1413,0,0
28126,0,0
117277,24,2
23193,0,0
118606,25,24
79366,9,9
32706,0,0
6426,0,0
111795,21,22
93117,13,3
22661,0,0
1862,0,0
111717,21,21
112397,21,25
52432,2,2
124510,30,24
93270,13,2
52588,2,2
47461,2,0
19655,0,9
16622,0,0
63709,5,5
64924,5,5
9904,0,0
62991,5,5
24609,0,11
120168,26,25
79255,9,0
123776,29,0
49886,2,2
105818,18,18
10157,0,0
23686,0,0
3556,0,0
23077,0,0
6700,0,0
24710,0,0
18791,0,0
69984,6,1
4113,0,0
86846,11,11
13867,0,0
116628,24,14
46960,1,0
50024,2,4
63502,5,1
96518,14,14
81068,9,9
8978,0,0
32730,0,0
53587,2,0
9830,0,0
79175,9,9
72058,7,3
5823,0,4
71651,7,15
73281,7,7
89803,12,12
73665,7,30
120864,27,0
79897,9,9
2111,0,0
107781,19,0
96147,14,13
60199,4,10
47823,2,14
61359,4,7
64508,5,6
71440,7,7
33675,1,6
17930,0,0
52358,2,2
22997,0,0
69369,6,6
3128,0,0
7751,0,0
68710,6,21
77420,8,8
110249,20,20
106466,18,18
68263,6,6
52106,2,16
66649,5,5
20397,0,0
92960,13,11
79154,9,19
93620,13,0
29169,0,0
33925,1,1
31120,0,0
86618,11,22
92163,13,11
27604,0,0
113246,21,21
64007,5,13
73073,7,7
58607,3,3
49734,2,2
29609,0,19
69985,6,0
114069,22,2
115055,23,7
75228,8,8
31617,0,0
95400,14,15
103649,17,0
49528,2,2
65151,5,5
39839,1,1
107381,19,16
23274,0,0
28963,0,0
58533,3,3
108550,19,16
124669,30,7
32429,0,0
9420,0,0
46749,1,1
86632,11,0
27545,0,0
18821,0,17
41781,1,11
85858,10,4
45713,1,2
37107,1,1
2815,0,0
63510,5,2
70742,6,6
23785,0,0
18960,0,0
104594,17,17
111616,21,5
92962,13,0
81922,9,14
91046,12,0
25719,0,0
7033,0,0
50031,2,2
115384,23,1
90634,12,23
23724,0,0
10299,0,0
110996,20,13
60947,4,2
67773,6,1
105812,18,18
117203,24,14
73452,7,2
79862,9,20
68246,6,0
118860,25,18
63583,5,5
67311,6,10
80009,9,9
92696,13,1
123402,29,0
77406,8,8
105553,18,1
72581,7,7
655,0,0
21286,0,0
68353,6,1
19518,0,0
63632,5,5
24431,0,0
102846,17,25
118786,25,1
120153,26,13
42277,1,1
89584,12,0
68615,6,0
113721,22,10
62691,4,22
71771,7,1
95271,14,16
29944,0,0
51535,2,15
107147,19,14
95621,14,14
82889,10,1
72191,7,10
98896,15,3
59480,4,0
109586,20,20
59925,4,4
45644,1,1
34406,1,1
52801,2,2
85648,10,1
79556,9,9
102095,16,16
92936,13,13
96241,14,0
64111,5,5
33968,1,1
102880,17,17
82167,9,5
6143,0,0
108713,19,0
71620,7,7
80935,9,0
100906,16,16
121786,28,1
46463,1,11
70008,6,1
121812,28,11
16405,0,14
3221,0,0
1171,0,0
22494,0,0
116475,24,8
2392,0,0
2495,0,0
58254,3,8
13198,0,0
25873,0,0
11737,0,1
76263,8,8
98044,15,4
17819,0,0
37399,1,1
3627,0,0
24468,0,0
72616,7,21
114026,22,20
89161,12,0
24800,0,0
51577,2,2
101686,16,0
120968,27,0
98564,15,4
120924,27,7
68589,6,4
77320,8,0
21790,0,0
2348,0,0
37847,1,1
74786,7,21
91617,12,0
31511,0,0
82145,9,11
31284,0,0
101695,16,9
40892,1,6
72637,7,2
44768,1,8
94256,13,2
52276,2,2
89429,12,12
93169,13,13
86313,11,11
11968,0,0
3054,0,4
37144,1,1
73043,7,7
122084,28,0
86797,11,11
8926,0,0
27065,0,0
123980,29,0
86075,11,0
31154,0,0
56456,3,3
25138,0,0
103745,17,17
123917,29,0
49524,2,2
2818,0,0
85002,10,10
30004,0,0
54650,3,20
29809,0,0
39888,1,1
122373,28,28
110327,20,25
79320,9,20
64031,5,13
9925,0,0
98423,15,15
64000,5,5
90522,12,1
53523,2,7
9202,0,0
102259,17,28
10141,0,0
62765,4,0
72117,7,6
14447,0,0
114221,22,7
54335,3,0
44190,1,5
104374,17,0
77254,8,8
63597,5,5
82301,9,0
83834,10,10
119032,25,8
35275,1,1
55992,3,22
33122,1,1
2143,0,0
114158,22,18
43958,1,8
34140,1,1
20433,0,0
104889,18,1
113999,22,21
31801,0,0
38249,1,18
86533,11,11
103830,17,13
55854,3,3
75162,8,8
28945,0,0
7924,0,14
90958,12,0
57088,3,3
12681,0,0
82136,9,16
82329,9,19
71248,7,7
36031,1,1
34834,1,1
44697,1,1
24944,0,0
23537,0,0
80793,9,9
97078,15,15
10835,0,12
121533,27,4
70688,6,0
31149,0,0
71159,7,7
51917,2,2
18398,0,0
101122,16,9
23314,0,0
11903,0,0
2782,0,0
16525,0,1
88382,11,11
56517,3,3
119207,26,1
109651,20,18
94446,14,14
18818,0,11
32133,0,0
103578,17,3
19559,0,0
31537,0,0
97171,15,15
43470,1,1
52589,2,2
75810,8,0
111741,21,21
68900,6,1
34444,1,5
73092,7,7
79323,9,9
106617,18,18
111055,20,21
11203,0,0
41879,1,1
86564,11,11
36633,1,1
65208,5,13
106768,18,18
101348,16,9
82930,10,8
115707,23,2
31,0,9
17860,0,0
114566,22,21
111297,20,20
10999,0,0
62026,4,4
51778,2,2
46992,1,1
110773,20,20
64653,5,5
44017,1,6
82004,9,17
118328,25,2
6418,0,0
89459,12,11
111347,20,14
20976,0,0
59712,4,11
14029,0,0
8517,0,12
47317,2,0
108207,19,9
1846,0,0
57093,3,18
61056,4,10
51525,2,2
117632,24,1
107419,19,0
36874,1,1
33150,1,0
56811,3,1
111112,20,20
93388,13,11
51858,2,2
96586,14,14
56331,3,15
70318,6,1
57652,3,7
109450,20,0
79499,9,9
36127,1,1
113546,22,22
108743,19,9
19181,0,0
89355,12,10
100630,16,1
37217,1,8
13547,0,0
55762,3,8
111136,20,20
120476,26,24
27486,0,0
64861,5,1
65760,5,18
59493,4,7
91161,12,10
107935,19,16
109061,19,9
123233,29,13
107242,19,9
109002,19,16
8242,0,0
27958,0,0
73423,7,7
47546,2,2
88516,11,13
68489,6,21
51589,2,2
26526,0,0
23910,0,0
56337,3,3
43994,1,1
33185,1,1
44855,1,1
85093,10,10
31814,0,4
92991,13,11
34877,1,1
15702,0,0
80326,9,9
333,0,3
84959,10,10
89225,12,0
18086,0,0
26429,0,0
18775,0,0
92507,13,14
38295,1,1
111213,20,15
83528,10,1
9481,0,0
70526,6,18
110796,20,13
112124,21,2
119634,26,22
43688,1,1
32982,1,1
54062,3,8
56551,3,3
115729,23,8
26266,0,0
7492,0,0
116386,24,2
105862,18,18
50130,2,21
97401,15,2
86367,11,0
23598,0,17
80054,9,9
112563,21,21
31061,0,0
83020,10,10
66122,5,5
108655,19,16
116703,24,2
68365,6,0
109255,20,20
69204,6,3
2184,0,0
11500,0,0
57997,3,24
117425,24,14
110771,20,2
119565,26,1
90531,12,1
43703,1,1
30947,0,1
27317,0,0
124154,30,4
49820,2,2
80533,9,9
40189,1,1
104931,18,21
119054,25,0
11892,0,0
39897,1,1
109447,20,2
45126,1,3
47516,2,2
69361,6,8
28186,0,0
3660,0,0
15311,0,0
57571,3,3
48596,2,2
88845,11,0
1618,0,0
84903,10,4
31344,0,0
59869,4,4
52773,2,2
62414,4,20
25535,0,0
82863,10,0
15527,0,0
120391,26,3
3377,0,0
117562,24,7
22162,0,0
94178,13,20
98952,15,0
83640,10,4
98650,15,2
109491,20,20
12475,0,0
12717,0,0
71090,7,10
62596,4,4
47520,2,2
17749,0,0
99335,15,3
22387,0,0
25371,0,0
25093,0,9
21995,0,0
79644,9,9
6235,0,0
121309,27,7
64879,5,5
13614,0,0
47420,2,15
107303,19,0
104881,18,18
41634,1,24
27031,0,0
97943,15,0
39571,1,10
69330,6,0
92727,13,13
117787,25,14
101232,16,0
42909,1,1
36364,1,8
57982,3,3
88277,11,4
70094,6,2
33030,1,1
101086,16,9
80582,9,16
82031,9,13
59573,4,4
42952,1,8
103923,17,0
100828,16,4
6108,0,0
95841,14,0
65694,5,2
46709,1,1
16601,0,0
65354,5,7
35835,1,6
76793,8,0
75757,8,1
70741,6,6
108693,19,9
76307,8,0
76658,8,1
82349,9,0
60807,4,16
87899,11,8
9138,0,0
87772,11,4
1452,0,4
120000,26,21
41799,1,10
56113,3,3
1864,0,0
22613,0,0
122723,28,4
67973,6,6
65866,5,5
48595,2,2
101924,16,9
53745,3,3
79758,9,9
93636,13,21
17109,0,16
124107,30,7
119933,26,0
86656,11,0
115371,23,4
41880,1,0
52869,2,20
107224,19,9
25781,0,0
27449,0,1
35602,1,0
104814,18,18
100951,16,9
65341,5,1
67405,6,6
84485,10,21
87627,11,1
41369,1,1
94883,14,17
118297,25,7
77134,8,0
3767,0,0
91602,12,12
100610,16,2
81094,9,16
74265,7,7
47314,2,4
39890,1,1
124717,30,4
37612,1,1
4444,0,0
58811,4,12
58199,3,3
13631,0,0
70865,6,1
37975,1,1
112642,21,21
111479,21,21
105162,18,1
19271,0,4
122424,28,0
86374,11,0
116605,24,1
102359,17,21
60720,4,0
11572,0,0
23541,0,16
36556,1,1
97521,15,10
36823,1,1
101360,16,2
42196,1,1
14998,0,0
47804,2,2
76900,8,8
117571,24,18
12351,0,0
47382,2,2
75241,8,8
109343,20,2
16536,0,0
71151,7,7
39849,1,1
70330,6,6
43236,1,1
67610,6,6
71205,7,7
113618,22,22
7696,0,0
28204,0,0
31278,0,0
103921,17,0
74912,7,7
57726,3,0
52072,2,2
66648,5,5
120614,27,1
93354,13,24
69884,6,18
33010,1,1
83743,10,10
110374,20,13
27218,0,0
39196,1,1
1543,0,0
48117,2,7
103987,17,17
92959,13,11
59018,4,10
1824,0,0
74721,7,7
60844,4,4
58476,3,8
65722,5,5
110461,20,18
115787,23,2
115831,23,7
109132,19,0
96127,14,9
100651,16,9
41161,1,1
27422,0,1
17406,0,0
98858,15,16
36718,1,8
30662,0,5
1945,0,11
63787,5,5
18739,0,0
6528,0,0
104289,17,14
25217,0,0
109459,20,20
58693,4,4
60944,4,7
23987,0,15
117874,25,24
7156,0,0
2724,0,0
91234,12,8
72360,7,7
87188,11,11
88117,11,11
55050,3,3
111443,21,20
56774,3,8
40258,1,1
122239,28,28
19974,0,11
81066,9,0
94667,14,0
107448,19,9
118289,25,24
84543,10,4
72720,7,7
23706,0,0
95651,14,10
105918,18,1
24128,0,0
29752,0,0
106005,18,1
115183,23,4
102130,16,16
110772,20,20
32874,1,1
65559,5,5
17805,0,16
99342,15,15
105701,18,18
65240,5,5
26504,0,0
17284,0,0
74845,7,15
33877,1,1
50874,2,10
104714,17,17
17091,0,0
99124,15,2
124206,30,28
44937,1,1
1540,0,0
104588,17,17
41985,1,1
88318,11,11
23967,0,4
121021,27,7
124739,30,7
14461,0,0
7090,0,0
64502,5,1
28567,0,0
119959,26,2
26174,0,0
52835,2,2
80864,9,8
30919,0,0
58917,4,4
48158,2,2
98518,15,16
8341,0,0
35004,1,1
38979,1,1
49585,2,2
102607,17,17
101787,16,17
46382,1,1
91405,12,0
44640,1,13
15466,0,0
40518,1,12
43623,1,1
110157,20,14
53996,3,24
115870,23,2
86266,11,10
33657,1,1
86420,11,0
21069,0,0
106025,18,18
9203,0,0
60129,4,4
70590,6,6
16723,0,0
74689,7,1
68974,6,1
8089,0,0
16412,0,0
30300,0,0
66136,5,5
24651,0,0
119312,26,1
115158,23,2
96772,14,17
56685,3,20
74542,7,10
115182,23,22
25352,0,0
7423,0,9
44652,1,1
113683,22,25
78106,8,1
90564,12,9
67286,6,6
76774,8,0
98219,15,17
52983,2,4
94454,14,14
10140,0,8
83701,10,5
10641,0,0
93299,13,13
73045,7,1
87853,11,11
63403,5,13
67068,5,5
47194,2,18
74010,7,7
91315,12,12
2636,0,0
62839,4,0
68959,6,25
88255,11,11
94085,13,5
82919,10,10
25718,0,0
84953,10,10
35901,1,1
86750,11,11
96148,14,14
114765,22,1
38511,1,8
40947,1,1
15914,0,5
101575,16,9
60234,4,15
105342,18,1
27017,0,0
26890,0,0
44276,1,7
12000,0,0
50276,2,5
1900,0,0
55411,3,3
30708,0,0
2968,0,0
101445,16,0
81130,9,9
110623,20,20
18183,0,0
40347,1,1
6006,0,0
8775,0,0
59709,4,4
109081,19,9
86701,11,0
55068,3,3
9043,0,0
10963,0,0
4143,0,0
106528,18,1
118206,25,13
109070,19,0
108521,19,9
109689,20,0
121100,27,30
18751,0,0
105204,18,1
76282,8,1
101977,16,2
51681,2,10
15969,0,0
7524,0,0
70852,6,6
61769,4,6
30334,0,0
6110,0,10
36503,1,1
53840,3,3
76984,8,0
47123,2,0
32446,0,2
89950,12,1
120225,26,1
82843,10,0
28422,0,4
77885,8,8
43943,1,1
80749,9,9
3099,0,0
85846,10,2
5561,0,0
11626,0,0
83979,10,3
115775,23,7
106195,18,18
9760,0,0
19818,0,0
81511,9,5
73050,7,7
42063,1,1
91206,12,0
23515,0,0
115943,23,4
54264,3,7
115119,23,7
118873,25,23
44947,1,1
57445,3,3
87522,11,11
111060,20,21
68290,6,0
8218,0,0
38944,1,1
96412,14,14
114184,22,21
122421,28,7
109653,20,2
33261,1,8
101082,16,16
71617,7,3
20138,0,0
52295,2,2
18702,0,0
113503,22,1
61237,4,4
42501,1,1
14341,0,0
99281,15,0
66902,5,5
20081,0,0
29231,0,0
120053,26,0
99177,15,17
122173,28,3
99092,15,0
87382,11,13
117919,25,2
74471,7,7
86137,11,11
103744,17,17
24210,0,16
70989,6,6
54803,3,8
28576,0,0
53643,2,10
106686,18,18
124100,30,15
96012,14,5
111537,21,2
123202,29,4
91686,12,12
99381,15,15
71909,7,23
84446,10,24
51602,2,2
114413,22,21
83331,10,10
64444,5,5
70236,6,1
111545,21,1
67746,6,0
23861,0,0
110679,20,20
21822,0,0
103115,17,17
109771,20,20
123990,30,15
50264,2,7
74911,7,7
71575,7,7
38248,1,1
68051,6,0
123575,29,0
2542,0,0
70669,6,6
84843,10,1
108194,19,9
4679,0,0
67823,6,2
80472,9,9
41698,1,1
19648,0,8
124930,30,0
39402,1,1
101073,16,16
102919,17,5
25360,0,0
6766,0,0
41714,1,1
50188,2,2
33805,1,1
119220,26,10
25069,0,0
30896,0,0
105131,18,18
46909,1,1
93028,13,0
88040,11,0
69031,6,22
63418,5,5
96690,14,24
58354,3,3
104049,17,14
15753,0,16
45912,1,1
49384,2,2
20136,0,0
94109,13,11
116633,24,3
57015,3,3
10757,0,28
61091,4,4
100091,16,17
30418,0,0
85422,10,10
29321,0,5
10393,0,0
85087,10,7
2726,0,0
59442,4,2
97586,15,0
73081,7,7
7031,0,0
91222,12,12
69406,6,16
110611,20,20
43603,1,1
91268,12,12
61062,4,15
34502,1,0
114625,22,3
18337,0,0
30313,0,0
57700,3,3
27585,0,0
41536,1,18
121775,28,15
76005,8,11
43456,1,1
98780,15,4
120732,27,4
67422,6,6
116435,24,5
60078,4,2
98254,15,15
62817,4,0
95280,14,17
65132,5,3
111519,21,14
52441,2,10
10407,0,0
19273,0,0
26867,0,15
39881,1,6
107934,19,0
110747,20,20
81598,9,16
74360,7,7
43656,1,1
26704,0,0
47996,2,0
106393,18,1
84228,10,10
119227,26,1
99148,15,15
87766,11,13
124934,30,4
2997,0,0
56279,3,3
47138,2,2
124530,30,3
62172,4,4
79388,9,0
40357,1,1
109272,20,14
121018,27,4
111252,20,21
8764,0,0
119515,26,13
61468,4,0
121683,27,28
69151,6,1
13711,0,0
42939,1,0
42047,1,1
100187,16,16
9902,0,0
88360,11,1
107043,19,15
78076,8,1
38956,1,1
85519,10,10
74672,7,7
54529,3,3
115135,23,7
20803,0,0
91102,12,12
91431,12,1
118380,25,1
45718,1,1
117438,24,15
26857,0,0
103023,17,9
78300,8,8
23240,0,0
50409,2,2
84072,10,2
25097,0,0
84249,10,2
117819,25,15
120744,27,4
26788,0,0
14346,0,0
49187,2,2
123948,29,1
20959,0,16
30712,0,0
81644,9,19
29727,0,10
56855,3,0
88594,11,3
43957,1,1
43378,1,1
20992,0,0
96564,14,11
114105,22,13
70556,6,6
22893,0,0
20284,0,0
12751,0,0
24025,0,0
92125,13,11
42777,1,1
50704,2,2
64118,5,5
114163,22,1
52737,2,21
37983,1,1
37218,1,6
8932,0,0
114202,22,11
109644,20,2
8075,0,0
91883,13,0
124093,30,30
86663,11,11
79330,9,9
124741,30,0
29389,0,0
106936,18,1
7230,0,0
45879,1,6
103557,17,17
101396,16,9
23136,0,0
87631,11,11
98882,15,0
2259,0,0
58538,3,3
77999,8,1
12846,0,0
93662,13,20
362,0,0
94888,14,21
14324,0,0
58287,3,3
32523,0,0
25913,0,0
62983,5,5
77547,8,17
77871,8,1
47332,2,10
92466,13,13
15186,0,4
120742,27,27
80144,9,11
46942,1,18
12186,0,0
122001,28,0
51766,2,2
86061,11,0
107183,19,0
29478,0,0
27090,0,3
40932,1,1
86263,11,11
50244,2,20
68463,6,6
91877,13,1
2323,0,0
65745,5,5
3995,0,0
15627,0,0
100558,16,5
16441,0,0
59708,4,12
32807,1,1
23812,0,0
38423,1,1
122588,28,4
39584,1,1
19428,0,0
88788,11,11
74771,7,7
7162,0,0
36560,1,7
58341,3,3
2831,0,4
80113,9,0
19331,0,13
63512,5,5
6832,0,0
93214,13,13
36461,1,1
95917,14,13
77677,8,10
43600,1,1
105013,18,13
4051,0,0
55923,3,3
105667,18,20
89457,12,9
116643,24,13
18926,0,0
114643,22,1
67269,6,4
122672,28,2
20088,0,14
10762,0,0
44779,1,1
78724,8,0
52258,2,1
98022,15,17
8682,0,0
110336,20,20
23174,0,8
46726,1,0
51160,2,2
91209,12,0
94232,13,1
53248,2,23
53627,2,2
11295,0,0
110386,20,2
110678,20,4
93780,13,0
82853,10,10
57071,3,10
18684,0,3
124614,30,1
37059,1,6
73986,7,22
66343,5,2
115153,23,2
47066,2,2
8655,0,0
45172,1,1
71281,7,7
65621,5,5
77778,8,1
112800,21,21
115603,23,7
11074,0,0
110756,20,11
32757,1,1
42901,1,1
9314,0,0
44880,1,1
108489,19,0
5541,0,0
43057,1,1
104804,18,7
69478,6,2
110,0,12
2372,0,0
80816,9,16
87790,11,11
51740,2,2
65325,5,5
70424,6,0
105695,18,18
93696,13,20
36005,1,7
83843,10,1
19444,0,0
56266,3,3
55978,3,7
5154,0,0
16042,0,9
70894,6,5
31504,0,0
80601,9,0
70365,6,1
90233,12,1
36729,1,1
76673,8,8
23090,0,0
34391,1,1
75944,8,11
109006,19,14
91695,12,0
101627,16,2
9980,0,0
73988,7,2
76734,8,0
59788,4,4
65418,5,18
101970,16,0
39604,1,1
25265,0,0
123508,29,0
74776,7,3
43886,1,11
37634,1,1
59060,4,10
98786,15,10
39254,1,1
53683,2,1
85041,10,10
73176,7,2
51834,2,17
4911,0,0
56736,3,3
6872,0,6
121545,27,1
118944,25,21
36750,1,1
49466,2,2
68035,6,1
76487,8,8
54392,3,3
34628,1,1
28278,0,0
67331,6,6
33364,1,1
25690,0,0
53385,2,10
72947,7,15
42210,1,1
71669,7,0
95203,14,14
57680,3,3
107162,19,9
31641,0,0
5779,0,0
7225,0,0
75990,8,0
20475,0,1
100663,16,2
102417,17,17
102335,17,3
15530,0,0
80651,9,0
13732,0,0
50879,2,4
64750,5,8
64319,5,21
105202,18,18
66717,5,0
45410,1,8
61933,4,4
10501,0,0
97056,15,0
34827,1,1
89277,12,0
116028,23,10
71275,7,1
31235,0,0
88841,11,0
39929,1,1
19934,0,0
30464,0,0
114875,22,6
32549,0,0
32435,0,0
75473,8,8
112349,21,2
23445,0,0
79546,9,11
80511,9,0
33219,1,1
116697,24,1
18621,0,0
60386,4,4
9158,0,10
95382,14,14
122823,28,0
54067,3,3
80568,9,16
92017,13,0
61989,4,4
122740,28,7
27853,0,0
90285,12,0
32760,1,3
100577,16,0
119849,26,8
62016,4,10
94407,13,13
28101,0,25
24683,0,2
110430,20,2
24393,0,0
108523,19,19
1815,0,0
101205,16,9
15370,0,0
107213,19,19
10776,0,0
34752,1,1
79815,9,0
70566,6,6
67491,6,6
122877,29,29
26922,0,0
119026,25,14
53837,3,3
18742,0,14
8745,0,0
51491,2,2
98915,15,4
62079,4,13
76801,8,1
32590,0,0
90890,12,12
14792,0,0
111978,21,2
4218,0,0
39317,1,1
80251,9,9
28362,0,0
104363,17,0
50662,2,7
48662,2,2
9804,0,0
117703,24,1
94529,14,20
20399,0,0
97706,15,15
39845,1,1
94037,13,13
38061,1,1
20870,0,15
50925,2,2
101997,16,0
92016,13,3
50273,2,2
66705,5,1
59594,4,2
84848,10,1
23444,0,0
64534,5,5
68279,6,6
16249,0,0
25066,0,0
41652,1,0
4253,0,0
104649,17,9
56817,3,3
23604,0,0
124617,30,4
