,true_labels,predicted_labels
79442,9,9
86272,11,11
90682,12,12
50821,2,2
28545,0,0
10693,0,0
16529,0,0
88983,12,12
58761,4,4
47435,2,2
51992,2,2
53895,3,3
18797,0,0
44977,1,1
122805,28,1
1624,0,0
1637,0,0
60687,4,4
112351,21,21
115152,23,23
88066,11,11
84847,10,10
62701,4,27
43340,1,1
95893,14,14
95635,14,14
38478,1,1
120616,27,27
19776,0,0
58449,3,3
56461,3,3
48824,2,2
122199,28,28
17172,0,0
78126,8,8
58059,3,3
16686,0,0
72787,7,7
21463,0,0
25388,0,4
82130,9,15
27142,0,0
954,0,0
122469,28,28
78123,8,8
81952,9,9
36170,1,1
63732,5,5
30400,0,0
117482,24,5
38479,1,1
45247,1,1
22088,0,0
25828,0,0
48261,2,2
47231,2,2
85688,10,1
67382,6,6
32282,0,0
38908,1,1
54540,3,0
43767,1,1
68736,6,1
72783,7,7
72678,7,7
74017,7,7
3469,0,0
97965,15,15
46455,1,10
3076,0,0
103878,17,17
2873,0,0
82061,9,9
104022,17,17
39805,1,1
54429,3,3
19078,0,0
44671,1,1
34317,1,1
99850,16,16
2796,0,0
37407,1,1
37415,1,1
1763,0,6
80870,9,9
115549,23,2
85770,10,10
45633,1,1
115103,23,23
108977,19,19
104518,17,17
2530,0,0
21820,0,0
99897,16,16
77844,8,8
7984,0,0
87378,11,11
14888,0,0
32507,0,0
38590,1,1
10947,0,0
16421,0,0
12808,0,0
107355,19,19
69910,6,6
116098,23,23
71004,6,6
41293,1,1
19902,0,0
6667,0,0
662,0,0
106797,18,18
102486,17,17
65017,5,5
112603,21,21
110057,20,20
24301,0,0
9169,0,0
51122,2,2
74639,7,7
119675,26,26
23945,0,0
83244,10,10
52880,2,2
76886,8,12
46244,1,1
98061,15,15
45582,1,1
122627,28,28
83950,10,10
118192,25,25
20445,0,0
95189,14,14
87297,11,11
36717,1,1
91022,12,12
106515,18,18
57471,3,3
12579,0,0
46701,1,1
119986,26,26
86183,11,11
116171,23,23
124410,30,30
120685,27,27
82359,9,9
19028,0,0
94719,14,14
94336,13,13
22392,0,0
49066,2,2
67043,5,5
7335,0,0
89195,12,0
61137,4,4
87,0,0
59242,4,0
14474,0,0
63923,5,5
80507,9,9
20483,0,0
114622,22,22
74817,7,7
49856,2,2
93807,13,13
14636,0,0
46039,1,1
95479,14,14
13618,0,0
35665,1,1
53669,2,2
80866,9,9
61090,4,4
122806,28,28
77748,8,8
63973,5,5
12038,0,0
72311,7,7
124308,30,30
29699,0,0
34788,1,1
62486,4,4
34276,1,1
56674,3,3
12514,0,0
53078,2,2
103304,17,17
46445,1,1
43650,1,10
114125,22,22
64826,5,5
76306,8,8
15394,0,0
58590,3,0
4971,0,0
93534,13,13
50977,2,2
76144,8,8
46563,1,1
30625,0,0
31098,0,0
21442,0,0
12950,0,0
62031,4,4
39750,1,6
33352,1,1
14409,0,0
39938,1,1
43294,1,1
100440,16,16
90399,12,12
69614,6,6
58525,3,3
38686,1,1
95543,14,14
40726,1,1
5466,0,0
111132,20,20
34586,1,1
99756,16,16
15888,0,0
83669,10,10
117602,24,24
1155,0,0
109137,19,19
119807,26,26
52567,2,2
70416,6,6
118133,25,25
97041,14,14
42515,1,1
33564,1,1
67317,6,6
16933,0,0
74126,7,7
122695,28,28
69029,6,6
21111,0,0
118411,25,25
73782,7,7
48685,2,2
21030,0,0
2571,0,0
98380,15,0
67343,6,6
94815,14,14
100562,16,16
40742,1,1
96501,14,14
122981,29,29
15501,0,0
30724,0,0
124889,30,30
91144,12,12
58708,4,4
71618,7,7
49825,2,2
13700,0,0
63283,5,5
99635,15,15
6347,0,0
80172,9,9
2513,0,0
99285,15,15
108511,19,19
2298,0,0
34509,1,1
83649,10,10
39343,1,1
33561,1,1
105128,18,18
100700,16,16
48884,2,2
122844,28,28
26192,0,0
115699,23,23
21569,0,0
96569,14,14
32901,1,1
30756,0,0
90618,12,0
70503,6,6
82763,10,10
121203,27,0
12269,0,0
122600,28,28
67878,6,6
9959,0,0
122647,28,28
110839,20,20
82218,9,9
32394,0,7
106670,18,18
93032,13,13
108974,19,19
38030,1,1
20086,0,0
43366,1,1
86585,11,11
86504,11,11
60802,4,4
115982,23,23
114803,22,22
35138,1,1
103046,17,17
66318,5,5
58003,3,3
36691,1,1
119167,26,26
28012,0,0
84489,10,0
114653,22,22
48062,2,2
124847,30,30
46122,1,1
86594,11,11
68547,6,0
93567,13,13
41320,1,1
58556,3,3
109711,20,20
106334,18,18
82505,9,0
47422,2,2
118043,25,25
30835,0,9
19010,0,0
15450,0,0
35038,1,1
67724,6,6
121248,27,27
62156,4,4
14370,0,0
4492,0,0
3798,0,0
58441,3,3
106662,18,18
112249,21,21
66619,5,5
15209,0,0
60291,4,4
118227,25,25
68151,6,6
49468,2,2
42009,1,1
111507,21,21
91195,12,12
80829,9,9
896,0,0
60175,4,4
26970,0,0
91623,12,1
34909,1,1
23170,0,0
40638,1,1
18939,0,0
105975,18,18
82668,10,10
81150,9,9
61729,4,4
104703,17,17
27463,0,0
45997,1,1
5173,0,0
113771,22,22
42708,1,1
44642,1,1
54983,3,0
115468,23,23
50268,2,2
103319,17,17
107250,19,19
95136,14,14
111302,20,20
15937,0,0
21934,0,0
38532,1,1
26561,0,0
4022,0,0
88592,11,11
31538,0,0
30658,0,0
10658,0,0
7528,0,0
10640,0,0
26802,0,0
82274,9,9
63613,5,5
115413,23,7
60441,4,4
49290,2,10
98606,15,15
27966,0,0
92798,13,13
123615,29,29
112618,21,21
50405,2,2
16222,0,0
67001,5,5
27965,0,0
90566,12,12
92196,13,13
20949,0,0
69059,6,6
68997,6,6
101870,16,16
110210,20,20
51878,2,2
24396,0,0
90220,12,12
55832,3,3
68510,6,21
93995,13,13
96233,14,14
11946,0,17
91983,13,13
96414,14,0
18607,0,0
41107,1,1
103967,17,17
2167,0,0
1370,0,0
67860,6,6
30449,0,0
121742,28,28
100452,16,0
67073,5,5
24033,0,0
107794,19,19
51288,2,2
79774,9,9
7271,0,0
6965,0,0
29438,0,0
124569,30,30
124331,30,30
49816,2,2
81450,9,9
67451,6,6
71230,7,7
69530,6,6
43257,1,1
90549,12,12
113856,22,22
56721,3,3
1078,0,0
103616,17,17
30635,0,0
67702,6,6
47824,2,2
86160,11,11
36647,1,1
59445,4,4
33093,1,1
92445,13,13
75295,8,8
113969,22,22
77063,8,8
99961,16,16
64436,5,5
62418,4,11
111206,20,20
30142,0,0
71502,7,7
37001,1,1
99719,16,16
71888,7,7
119483,26,26
73344,7,7
14643,0,0
12758,0,0
83532,10,0
34463,1,1
67191,6,6
0,0,0
22100,0,0
69897,6,6
67332,6,6
67755,6,1
56772,3,3
92215,13,1
14004,0,0
91802,13,13
29276,0,0
50379,2,2
10474,0,0
4250,0,0
124499,30,30
114150,22,22
121024,27,27
110792,20,20
23142,0,0
67464,6,6
22446,0,0
102543,17,17
101434,16,16
24237,0,0
49563,2,2
65321,5,5
104896,18,18
94676,14,14
92888,13,13
50177,2,2
124538,30,30
616,0,9
12001,0,0
10849,0,0
14985,0,0
95188,14,14
94077,13,13
55563,3,3
42620,1,1
46833,1,1
19035,0,0
55705,3,3
6555,0,8
39180,1,1
34669,1,1
113523,22,22
48413,2,2
90328,12,12
50565,2,2
118026,25,25
66967,5,5
34351,1,1
119458,26,26
76030,8,8
15343,0,0
62590,4,4
85931,10,10
41932,1,1
45658,1,1
9418,0,0
14338,0,0
15666,0,0
124720,30,30
40732,1,1
109516,20,20
75444,8,8
122818,28,28
40535,1,0
123941,29,29
35045,1,1
72488,7,7
29450,0,0
109878,20,20
97918,15,15
92293,13,13
53558,2,2
35131,1,1
2494,0,1
42524,1,1
124941,30,30
28249,0,0
13846,0,0
17590,0,0
39463,1,1
45949,1,1
113440,21,21
113602,22,22
91841,13,13
28599,0,0
35570,1,1
76686,8,8
13845,0,0
33651,1,1
114201,22,22
77858,8,8
49378,2,2
38834,1,1
60398,4,4
91076,12,12
4685,0,0
18469,0,0
6355,0,16
86958,11,11
22358,0,0
115116,23,23
102931,17,17
124549,30,30
121940,28,28
3344,0,0
35240,1,1
14771,0,0
61211,4,4
72727,7,7
54966,3,3
10676,0,0
50323,2,2
61307,4,0
110854,20,20
69793,6,6
6329,0,0
64632,5,5
53844,3,3
53484,2,7
48080,2,5
94734,14,19
118662,25,25
71650,7,7
43833,1,1
79310,9,0
58442,3,3
117626,24,24
12321,0,0
51091,2,2
119514,26,26
76613,8,8
92119,13,13
115575,23,23
64852,5,5
60625,4,4
22550,0,0
93162,13,13
32131,0,0
82052,9,9
35204,1,1
54019,3,3
59279,4,4
12168,0,0
44877,1,1
53308,2,2
59421,4,2
37058,1,1
84342,10,10
4338,0,0
47179,2,2
107153,19,19
86295,11,11
90344,12,12
86982,11,11
120461,26,26
11362,0,0
91991,13,13
4196,0,0
22001,0,0
121124,27,27
4402,0,0
110742,20,20
79122,9,9
17594,0,0
71914,7,7
95767,14,14
95988,14,14
78511,8,8
65766,5,5
7137,0,0
116742,24,24
115556,23,23
33295,1,1
6186,0,0
8822,0,0
39863,1,1
117950,25,25
3840,0,0
119605,26,26
89003,12,12
107343,19,19
19548,0,0
88827,11,11
107742,19,19
86096,11,11
87881,11,11
56568,3,3
123308,29,29
22274,0,0
53663,2,2
61857,4,4
12750,0,0
74025,7,7
103255,17,17
97350,15,15
102312,17,0
114716,22,22
41024,1,1
26116,0,0
110894,20,20
1181,0,0
2296,0,0
104002,17,17
57354,3,3
110472,20,20
35978,1,1
102589,17,17
19825,0,0
58567,3,0
7502,0,0
97429,15,15
8588,0,0
50334,2,2
519,0,0
56770,3,3
13254,0,0
68316,6,6
70769,6,6
117514,24,24
87726,11,11
47955,2,2
69777,6,6
63054,5,5
44317,1,1
87168,11,11
4523,0,0
45416,1,1
64809,5,5
28559,0,0
18060,0,0
40215,1,1
61675,4,11
81143,9,9
26772,0,0
120315,26,26
87198,11,11
58965,4,1
98392,15,15
10618,0,0
75795,8,8
86662,11,11
119014,25,2
87809,11,11
8230,0,0
62666,4,4
27380,0,0
91831,13,13
84713,10,10
95141,14,14
38375,1,1
4148,0,0
103004,17,17
27187,0,0
56520,3,3
58257,3,3
34544,1,1
18948,0,0
13053,0,0
105988,18,18
50994,2,2
91968,13,13
100131,16,16
38905,1,1
56713,3,3
54779,3,3
81944,9,0
85816,10,10
36266,1,1
120648,27,27
17078,0,0
19245,0,0
114543,22,22
55607,3,3
66994,5,5
75631,8,8
115936,23,23
11335,0,0
105797,18,18
49637,2,2
708,0,0
25239,0,0
15351,0,0
51722,2,2
75448,8,8
118691,25,25
115214,23,23
20799,0,0
114034,22,22
75300,8,8
65778,5,5
3865,0,0
23188,0,0
82126,9,9
67157,6,6
79411,9,0
20546,0,0
6396,0,0
13590,0,0
76136,8,8
40879,1,1
41653,1,1
112951,21,21
91448,12,12
97917,15,15
12229,0,0
2741,0,0
77889,8,1
28354,0,0
73385,7,7
43538,1,1
28157,0,0
100664,16,16
39797,1,1
55646,3,3
121045,27,27
55691,3,3
69743,6,6
72958,7,7
36117,1,1
30433,0,0
22731,0,0
69100,6,1
84407,10,10
112386,21,21
88413,11,11
108763,19,19
92579,13,13
17904,0,0
71048,6,1
20882,0,0
55937,3,3
61659,4,4
83826,10,10
30833,0,0
53620,2,2
103354,17,17
63511,5,5
107895,19,19
25504,0,0
68142,6,6
342,0,0
115500,23,23
64914,5,5
51135,2,2
11043,0,0
64921,5,5
118632,25,25
57273,3,3
105858,18,18
85910,10,10
124415,30,30
32939,1,23
113394,21,21
67788,6,6
41471,1,1
46725,1,1
33140,1,1
79501,9,9
89159,12,12
24072,0,0
85231,10,10
40557,1,1
75262,8,8
37162,1,1
51174,2,2
10020,0,0
89586,12,12
118378,25,25
43214,1,1
33600,1,1
47627,2,2
49676,2,2
84616,10,10
82081,9,9
31397,0,0
46189,1,1
61220,4,4
1235,0,0
110651,20,20
9059,0,0
91889,13,13
86828,11,11
92622,13,13
13274,0,0
50419,2,2
124134,30,30
89960,12,12
123377,29,29
12915,0,0
32503,0,0
21537,0,0
118698,25,25
101692,16,2
108701,19,19
9660,0,0
43506,1,1
90611,12,12
11601,0,0
97199,15,0
22428,0,0
22672,0,0
103839,17,17
108258,19,19
124667,30,30
82046,9,0
54945,3,3
88643,11,11
64709,5,5
82354,9,0
29573,0,0
115418,23,23
54002,3,3
69365,6,6
16615,0,0
109222,20,20
22495,0,0
76182,8,8
80678,9,9
70776,6,6
114901,22,22
120232,26,26
40279,1,1
76748,8,8
35202,1,1
83233,10,10
30902,0,0
90006,12,12
67489,6,6
5069,0,0
45870,1,1
37577,1,1
71401,7,7
32243,0,0
58120,3,3
85713,10,10
117503,24,24
86041,10,10
89138,12,12
47286,2,2
40120,1,1
22868,0,0
2707,0,0
37159,1,1
28312,0,0
25145,0,0
97214,15,15
95795,14,14
45584,1,1
54293,3,3
6804,0,0
72829,7,7
47214,2,2
96760,14,14
3282,0,0
19401,0,14
107740,19,19
59623,4,4
2391,0,0
111383,21,21
23491,0,0
64423,5,5
121644,27,27
39861,1,1
29186,0,0
15280,0,0
1131,0,0
86635,11,0
66014,5,5
26778,0,0
121746,28,0
4929,0,0
60806,4,4
106965,18,18
38442,1,1
82766,10,10
41549,1,1
38145,1,1
120343,26,26
23467,0,0
90873,12,12
118262,25,25
272,0,0
65582,5,5
53743,3,3
124078,30,30
75989,8,8
65833,5,5
10720,0,0
27667,0,0
76453,8,8
2152,0,0
120330,26,26
14154,0,0
95709,14,14
39090,1,1
63686,5,11
38864,1,1
38018,1,1
48680,2,2
11051,0,0
91082,12,12
76954,8,8
50066,2,2
41286,1,1
47778,2,2
69438,6,6
103728,17,17
115524,23,23
21448,0,0
49122,2,2
79736,9,9
55423,3,3
72490,7,7
274,0,0
20166,0,0
3102,0,0
94357,13,13
10182,0,0
65855,5,5
24540,0,0
54329,3,3
120983,27,27
58142,3,3
105590,18,7
68399,6,6
7968,0,0
12851,0,0
115844,23,23
24145,0,0
120995,27,27
74505,7,7
36471,1,1
89578,12,12
94569,14,0
95883,14,14
106035,18,18
35339,1,1
73305,7,7
101263,16,16
45696,1,1
13620,0,0
73756,7,7
79953,9,9
39192,1,1
71915,7,7
18900,0,0
121354,27,27
12330,0,0
85386,10,10
118088,25,25
119105,25,25
54938,3,3
110493,20,20
7187,0,0
39302,1,1
48422,2,2
104803,18,18
115141,23,23
84840,10,10
27897,0,0
72278,7,7
93849,13,13
3711,0,0
37007,1,1
6340,0,0
47551,2,2
9220,0,0
103859,17,17
43862,1,1
51824,2,2
4184,0,0
11045,0,0
69758,6,6
116911,24,24
47034,2,2
80285,9,9
32226,0,0
94411,13,13
72835,7,7
65469,5,5
51059,2,2
75699,8,0
78691,8,8
88200,11,11
14680,0,0
35093,1,1
4467,0,0
71122,7,7
52017,2,2
11133,0,0
81145,9,9
78549,8,8
23767,0,0
60879,4,4
46139,1,1
103429,17,17
88851,11,11
77077,8,8
59685,4,4
73877,7,7
67091,5,5
123147,29,29
40240,1,1
46483,1,1
40926,1,1
64389,5,5
3289,0,0
63122,5,5
50292,2,2
30376,0,0
72530,7,7
87901,11,11
45459,1,1
35726,1,1
73483,7,7
16319,0,0
95143,14,15
74735,7,7
60855,4,4
111799,21,21
46282,1,1
92986,13,13
3656,0,0
32434,0,0
20409,0,0
21445,0,0
60691,4,4
96958,14,14
99467,15,15
43713,1,1
54952,3,3
44202,1,1
86731,11,11
113281,21,21
13897,0,0
32375,0,0
45686,1,1
7128,0,0
17403,0,0
38837,1,1
115663,23,23
58143,3,3
73936,7,7
115807,23,23
84532,10,0
33342,1,1
6760,0,0
61905,4,4
112780,21,21
1692,0,0
43922,1,1
36997,1,1
5601,0,0
21899,0,0
50414,2,2
93744,13,13
15510,0,0
50883,2,2
96947,14,14
57881,3,3
61232,4,4
13994,0,0
27283,0,0
122420,28,28
57621,3,3
21814,0,3
56256,3,3
105544,18,18
10949,0,0
40017,1,1
27441,0,0
67566,6,6
72275,7,7
95882,14,14
82084,9,9
90590,12,12
81713,9,9
7695,0,0
11445,0,0
12728,0,0
22174,0,0
33517,1,18
1792,0,0
18956,0,0
13391,0,0
30016,0,0
15697,0,0
38489,1,1
76866,8,8
107557,19,19
96193,14,6
100945,16,16
3095,0,0
19737,0,0
86297,11,11
29199,0,0
102947,17,17
19919,0,0
85171,10,10
44609,1,1
48466,2,2
57411,3,3
29273,0,0
8563,0,0
54906,3,3
73084,7,7
122503,28,28
91475,12,0
27592,0,0
87510,11,11
99626,15,15
119994,26,26
95753,14,14
42699,1,5
84504,10,10
97238,15,15
43737,1,1
13203,0,0
31240,0,0
48714,2,2
100317,16,16
30343,0,0
41886,1,1
60454,4,4
88101,11,0
7705,0,0
4498,0,0
44048,1,1
63614,5,5
97195,15,15
1966,0,0
84031,10,2
31669,0,0
50316,2,2
66511,5,5
16314,0,0
91445,12,12
49328,2,2
74890,7,1
77978,8,8
45120,1,1
33391,1,1
65790,5,5
101146,16,16
102024,16,16
60793,4,4
98348,15,15
84445,10,18
22268,0,0
56393,3,3
83901,10,10
40489,1,1
36546,1,1
60247,4,4
27389,0,0
37777,1,1
79319,9,0
70140,6,6
78230,8,8
35874,1,1
111339,20,20
66713,5,5
26260,0,0
36913,1,1
86956,11,11
110065,20,27
92784,13,13
110372,20,20
64164,5,5
46194,1,1
42497,1,1
29635,0,0
48292,2,2
118209,25,25
84505,10,7
87603,11,11
63349,5,5
50594,2,2
105068,18,18
46337,1,1
42606,1,1
9338,0,0
100227,16,16
33252,1,1
5137,0,0
91447,12,0
31691,0,0
33090,1,1
122470,28,28
63751,5,5
17915,0,0
78638,8,8
119414,26,26
113297,21,21
22326,0,0
72318,7,7
63570,5,5
7494,0,0
90677,12,0
74487,7,7
43932,1,1
92592,13,13
75014,7,7
37793,1,1
77137,8,8
10512,0,0
100207,16,2
41200,1,1
20747,0,0
28311,0,0
98533,15,15
35722,1,1
103957,17,23
22929,0,0
1413,0,0
28126,0,0
117277,24,24
23193,0,0
118606,25,25
79366,9,9
32706,0,0
6426,0,0
111795,21,21
93117,13,11
22661,0,0
1862,0,11
111717,21,21
112397,21,21
52432,2,2
124510,30,30
93270,13,13
52588,2,2
47461,2,2
19655,0,0
16622,0,0
63709,5,5
64924,5,5
9904,0,0
62991,5,5
24609,0,0
120168,26,26
79255,9,9
123776,29,0
49886,2,2
105818,18,18
10157,0,0
23686,0,0
3556,0,0
23077,0,27
6700,0,0
24710,0,0
18791,0,0
69984,6,6
4113,0,0
86846,11,11
13867,0,0
116628,24,24
46960,1,1
50024,2,2
63502,5,5
96518,14,14
81068,9,9
8978,0,0
32730,0,0
53587,2,2
9830,0,0
79175,9,9
72058,7,7
5823,0,4
71651,7,7
73281,7,7
89803,12,12
73665,7,7
120864,27,27
79897,9,9
2111,0,0
107781,19,19
96147,14,14
60199,4,4
47823,2,2
61359,4,4
64508,5,5
71440,7,7
33675,1,1
17930,0,0
52358,2,2
22997,0,0
69369,6,6
3128,0,0
7751,0,0
68710,6,2
77420,8,8
110249,20,20
106466,18,18
68263,6,6
52106,2,2
66649,5,5
20397,0,0
92960,13,13
79154,9,9
93620,13,0
29169,0,0
33925,1,1
31120,0,0
86618,11,22
92163,13,13
27604,0,0
113246,21,21
64007,5,5
73073,7,7
58607,3,3
49734,2,2
29609,0,0
69985,6,6
114069,22,22
115055,23,23
75228,8,8
31617,0,0
95400,14,14
103649,17,17
49528,2,2
65151,5,5
39839,1,1
107381,19,19
23274,0,0
28963,0,0
58533,3,3
108550,19,19
124669,30,30
32429,0,0
9420,0,0
46749,1,1
86632,11,11
27545,0,0
18821,0,0
41781,1,1
85858,10,10
45713,1,1
37107,1,1
2815,0,0
63510,5,2
70742,6,6
23785,0,0
18960,0,0
104594,17,17
111616,21,21
92962,13,13
81922,9,14
91046,12,12
25719,0,0
7033,0,0
50031,2,2
115384,23,23
90634,12,12
23724,0,0
10299,0,0
110996,20,20
60947,4,4
67773,6,6
105812,18,18
117203,24,24
73452,7,7
79862,9,9
68246,6,6
118860,25,25
63583,5,5
67311,6,6
80009,9,9
92696,13,6
123402,29,0
77406,8,8
105553,18,18
72581,7,7
655,0,0
21286,0,0
68353,6,6
19518,0,0
63632,5,5
24431,0,0
102846,17,17
118786,25,25
120153,26,13
42277,1,1
89584,12,0
68615,6,6
113721,22,22
62691,4,4
71771,7,7
95271,14,14
29944,0,0
51535,2,2
107147,19,19
95621,14,0
82889,10,10
72191,7,7
98896,15,3
59480,4,0
109586,20,20
59925,4,4
45644,1,1
34406,1,1
52801,2,2
85648,10,10
79556,9,9
102095,16,9
92936,13,13
96241,14,14
64111,5,5
33968,1,1
102880,17,17
82167,9,9
6143,0,0
108713,19,0
71620,7,7
80935,9,9
100906,16,16
121786,28,28
46463,1,1
70008,6,6
121812,28,28
16405,0,0
3221,0,0
1171,0,0
22494,0,0
116475,24,24
2392,0,0
2495,0,0
58254,3,3
13198,0,0
25873,0,0
11737,0,1
76263,8,8
98044,15,4
17819,0,0
37399,1,1
3627,0,0
24468,0,0
72616,7,7
114026,22,22
89161,12,12
24800,0,0
51577,2,2
101686,16,16
120968,27,27
98564,15,15
120924,27,27
68589,6,2
77320,8,8
21790,0,0
2348,0,0
37847,1,1
74786,7,21
91617,12,12
31511,0,0
82145,9,9
31284,0,0
101695,16,16
40892,1,1
72637,7,7
44768,1,1
94256,13,13
52276,2,2
89429,12,0
93169,13,13
86313,11,11
11968,0,0
3054,0,4
37144,1,1
73043,7,7
122084,28,28
86797,11,11
8926,0,0
27065,0,0
123980,29,29
86075,11,11
31154,0,0
56456,3,3
25138,0,0
103745,17,17
123917,29,29
49524,2,2
2818,0,0
85002,10,10
30004,0,0
54650,3,2
29809,0,0
39888,1,1
122373,28,28
110327,20,20
79320,9,9
64031,5,5
9925,0,0
98423,15,15
64000,5,5
90522,12,12
53523,2,2
9202,0,0
102259,17,17
10141,0,0
62765,4,4
72117,7,7
14447,0,0
114221,22,22
54335,3,0
44190,1,1
104374,17,0
77254,8,8
63597,5,5
82301,9,0
83834,10,10
119032,25,25
35275,1,1
55992,3,3
33122,1,1
2143,0,0
114158,22,22
43958,1,1
34140,1,1
20433,0,0
104889,18,18
113999,22,22
31801,0,0
38249,1,1
86533,11,11
103830,17,17
55854,3,3
75162,8,8
28945,0,0
7924,0,0
90958,12,0
57088,3,3
12681,0,0
82136,9,9
82329,9,9
71248,7,7
36031,1,1
34834,1,1
44697,1,1
24944,0,0
23537,0,0
80793,9,9
97078,15,15
10835,0,12
121533,27,27
70688,6,6
31149,0,0
71159,7,7
51917,2,2
18398,0,0
101122,16,16
23314,0,0
11903,0,0
2782,0,0
16525,0,0
88382,11,11
56517,3,3
119207,26,26
109651,20,20
94446,14,14
18818,0,0
32133,0,0
103578,17,17
19559,0,0
31537,0,0
97171,15,15
43470,1,1
52589,2,2
75810,8,8
111741,21,21
68900,6,6
34444,1,1
73092,7,7
79323,9,9
106617,18,18
111055,20,20
11203,0,0
41879,1,1
86564,11,11
36633,1,1
65208,5,5
106768,18,18
101348,16,16
82930,10,10
115707,23,23
31,0,0
17860,0,0
114566,22,22
111297,20,20
10999,0,0
62026,4,4
51778,2,2
46992,1,1
110773,20,20
64653,5,5
44017,1,1
82004,9,9
118328,25,25
6418,0,0
89459,12,12
111347,20,20
20976,0,0
59712,4,0
14029,0,0
8517,0,0
47317,2,0
108207,19,9
1846,0,0
57093,3,3
61056,4,4
51525,2,2
117632,24,24
107419,19,0
36874,1,1
33150,1,0
56811,3,1
111112,20,20
93388,13,13
51858,2,2
96586,14,14
56331,3,3
70318,6,6
57652,3,7
109450,20,20
79499,9,9
36127,1,1
113546,22,22
108743,19,19
19181,0,0
89355,12,12
100630,16,16
37217,1,1
13547,0,0
55762,3,3
111136,20,20
120476,26,26
27486,0,0
64861,5,5
65760,5,5
59493,4,4
91161,12,12
107935,19,9
109061,19,19
123233,29,29
107242,19,19
109002,19,19
8242,0,0
27958,0,0
73423,7,7
47546,2,2
88516,11,11
68489,6,6
51589,2,2
26526,0,0
23910,0,0
56337,3,3
43994,1,1
33185,1,1
44855,1,1
85093,10,10
31814,0,0
92991,13,13
34877,1,1
15702,0,0
80326,9,9
333,0,0
84959,10,10
89225,12,12
18086,0,0
26429,0,0
18775,0,0
92507,13,13
38295,1,1
111213,20,20
83528,10,10
9481,0,0
70526,6,6
110796,20,20
112124,21,21
119634,26,26
43688,1,1
32982,1,1
54062,3,3
56551,3,3
115729,23,23
26266,0,0
7492,0,0
116386,24,24
105862,18,18
50130,2,2
97401,15,2
86367,11,0
23598,0,0
80054,9,9
112563,21,21
31061,0,0
83020,10,10
66122,5,5
108655,19,19
116703,24,2
68365,6,6
109255,20,20
69204,6,6
2184,0,0
11500,0,0
57997,3,3
117425,24,24
110771,20,20
119565,26,1
90531,12,12
43703,1,1
30947,0,12
27317,0,0
124154,30,30
49820,2,2
80533,9,9
40189,1,1
104931,18,18
119054,25,25
11892,0,0
39897,1,1
109447,20,20
45126,1,29
47516,2,2
69361,6,6
28186,0,0
3660,0,0
15311,0,11
57571,3,3
48596,2,2
88845,11,11
1618,0,0
84903,10,4
31344,0,0
59869,4,4
52773,2,2
62414,4,4
25535,0,0
82863,10,10
15527,0,0
120391,26,26
3377,0,0
117562,24,24
22162,0,0
94178,13,13
98952,15,0
83640,10,10
98650,15,15
109491,20,20
12475,0,0
12717,0,0
71090,7,10
62596,4,4
47520,2,2
17749,0,0
99335,15,15
22387,0,0
25371,0,0
25093,0,0
21995,0,0
79644,9,9
6235,0,0
121309,27,27
64879,5,5
13614,0,0
47420,2,2
107303,19,19
104881,18,18
41634,1,1
27031,0,0
97943,15,15
39571,1,8
69330,6,0
92727,13,13
117787,25,25
101232,16,16
42909,1,1
36364,1,8
57982,3,3
88277,11,4
70094,6,20
33030,1,1
101086,16,16
80582,9,9
82031,9,9
59573,4,4
42952,1,1
103923,17,17
100828,16,16
6108,0,0
95841,14,14
65694,5,5
46709,1,1
16601,0,0
65354,5,5
35835,1,1
76793,8,8
75757,8,8
70741,6,6
108693,19,19
76307,8,8
76658,8,8
82349,9,0
60807,4,4
87899,11,11
9138,0,0
87772,11,11
1452,0,0
120000,26,26
41799,1,10
56113,3,3
1864,0,0
22613,0,0
122723,28,28
67973,6,6
65866,5,5
48595,2,2
101924,16,16
53745,3,3
79758,9,9
93636,13,13
17109,0,0
124107,30,30
119933,26,26
86656,11,11
115371,23,23
41880,1,1
52869,2,2
107224,19,19
25781,0,0
27449,0,1
35602,1,0
104814,18,18
100951,16,16
65341,5,5
67405,6,6
84485,10,10
87627,11,11
41369,1,1
94883,14,14
118297,25,25
77134,8,8
3767,0,0
91602,12,12
100610,16,2
81094,9,9
74265,7,7
47314,2,2
39890,1,1
124717,30,30
37612,1,1
4444,0,0
58811,4,4
58199,3,3
13631,0,0
70865,6,6
37975,1,1
112642,21,21
111479,21,21
105162,18,18
19271,0,0
122424,28,28
86374,11,11
116605,24,24
102359,17,17
60720,4,0
11572,0,0
23541,0,0
36556,1,1
97521,15,10
36823,1,1
101360,16,16
42196,1,1
14998,0,0
47804,2,2
76900,8,8
117571,24,24
12351,0,0
47382,2,2
75241,8,8
109343,20,20
16536,0,0
71151,7,7
39849,1,1
70330,6,6
43236,1,1
67610,6,6
71205,7,7
113618,22,22
7696,0,0
28204,0,14
31278,0,0
103921,17,17
74912,7,7
57726,3,0
52072,2,2
66648,5,5
120614,27,27
93354,13,13
69884,6,18
33010,1,1
83743,10,10
110374,20,20
27218,0,0
39196,1,1
1543,0,0
48117,2,2
103987,17,17
92959,13,13
59018,4,4
1824,0,0
74721,7,7
60844,4,4
58476,3,3
65722,5,5
110461,20,20
115787,23,23
115831,23,23
109132,19,0
96127,14,14
100651,16,16
41161,1,1
27422,0,12
17406,0,0
