,true_labels,predicted_labels
35722,1,1
103957,17,0
22929,0,0
1413,0,0
28126,0,0
117277,24,2
23193,0,0
118606,25,0
79366,9,0
32706,0,0
6426,0,0
111795,21,0
93117,13,0
22661,0,0
1862,0,0
111717,21,0
112397,21,0
52432,2,0
124510,30,0
93270,13,0
52588,2,0
47461,2,0
19655,0,0
16622,0,0
63709,5,0
64924,5,0
9904,0,0
62991,5,5
24609,0,0
120168,26,0
79255,9,0
123776,29,0
49886,2,0
105818,18,1
10157,0,0
23686,0,0
3556,0,0
23077,0,0
6700,0,0
24710,0,0
18791,0,0
69984,6,1
4113,0,0
86846,11,0
13867,0,0
116628,24,0
46960,1,0
50024,2,0
63502,5,0
96518,14,0
81068,9,0
8978,0,0
32730,0,0
53587,2,0
9830,0,0
79175,9,0
72058,7,1
5823,0,0
71651,7,0
73281,7,0
89803,12,0
73665,7,0
120864,27,0
79897,9,0
2111,0,0
107781,19,0
96147,14,1
60199,4,0
47823,2,0
61359,4,0
64508,5,1
71440,7,0
33675,1,0
17930,0,0
52358,2,0
22997,0,0
69369,6,0
3128,0,0
7751,0,0
68710,6,0
77420,8,0
110249,20,0
106466,18,1
68263,6,0
52106,2,0
66649,5,0
20397,0,0
92960,13,0
79154,9,0
93620,13,0
29169,0,0
33925,1,1
31120,0,0
86618,11,0
92163,13,0
27604,0,0
113246,21,0
64007,5,0
73073,7,2
58607,3,0
49734,2,0
29609,0,0
69985,6,0
114069,22,0
115055,23,0
75228,8,1
31617,0,0
95400,14,0
103649,17,0
49528,2,2
65151,5,0
39839,1,0
107381,19,0
23274,0,0
28963,0,0
58533,3,0
108550,19,0
124669,30,0
32429,0,0
9420,0,0
46749,1,1
86632,11,0
27545,0,0
18821,0,0
41781,1,0
85858,10,0
45713,1,1
37107,1,1
2815,0,0
63510,5,0
70742,6,0
23785,0,0
18960,0,0
104594,17,0
111616,21,0
92962,13,0
81922,9,0
91046,12,0
25719,0,0
7033,0,0
50031,2,0
115384,23,1
90634,12,0
23724,0,0
10299,0,0
110996,20,0
60947,4,0
67773,6,0
105812,18,0
117203,24,0
73452,7,0
79862,9,0
68246,6,0
118860,25,0
63583,5,0
67311,6,1
80009,9,0
92696,13,1
123402,29,0
77406,8,0
105553,18,1
72581,7,0
655,0,0
21286,0,0
68353,6,0
19518,0,0
63632,5,0
24431,0,0
102846,17,0
118786,25,1
120153,26,0
42277,1,1
89584,12,0
68615,6,0
113721,22,0
62691,4,1
71771,7,1
95271,14,0
29944,0,0
51535,2,0
107147,19,0
95621,14,0
82889,10,0
72191,7,1
98896,15,0
59480,4,0
109586,20,0
59925,4,0
45644,1,1
34406,1,1
52801,2,2
85648,10,1
79556,9,0
102095,16,0
92936,13,0
96241,14,0
64111,5,5
33968,1,1
102880,17,0
82167,9,0
6143,0,0
108713,19,0
71620,7,1
80935,9,0
100906,16,0
121786,28,0
46463,1,0
70008,6,0
121812,28,0
16405,0,0
3221,0,0
1171,0,0
22494,0,0
116475,24,0
2392,0,0
2495,0,0
58254,3,0
13198,0,0
25873,0,0
11737,0,0
76263,8,0
98044,15,0
17819,0,0
37399,1,1
3627,0,0
24468,0,0
72616,7,1
114026,22,0
89161,12,0
24800,0,0
51577,2,0
101686,16,0
120968,27,0
98564,15,0
120924,27,0
68589,6,0
77320,8,0
21790,0,0
2348,0,0
37847,1,1
74786,7,0
91617,12,0
31511,0,0
82145,9,0
31284,0,0
101695,16,0
40892,1,1
72637,7,0
44768,1,1
94256,13,0
52276,2,0
89429,12,0
93169,13,0
86313,11,0
11968,0,0
3054,0,0
37144,1,1
73043,7,0
122084,28,0
86797,11,0
8926,0,0
27065,0,0
123980,29,0
86075,11,0
31154,0,0
56456,3,0
25138,0,0
103745,17,0
123917,29,0
49524,2,0
2818,0,0
85002,10,0
30004,0,0
54650,3,0
29809,0,0
39888,1,1
122373,28,0
110327,20,0
79320,9,0
64031,5,0
9925,0,0
98423,15,0
64000,5,0
90522,12,1
53523,2,1
9202,0,0
102259,17,0
10141,0,0
62765,4,0
72117,7,0
14447,0,0
114221,22,0
54335,3,0
44190,1,0
104374,17,0
77254,8,0
63597,5,0
82301,9,0
83834,10,0
119032,25,0
35275,1,1
55992,3,1
33122,1,1
2143,0,0
114158,22,1
43958,1,0
34140,1,1
20433,0,0
104889,18,1
113999,22,0
31801,0,0
38249,1,1
86533,11,0
103830,17,0
55854,3,3
75162,8,0
28945,0,0
7924,0,0
90958,12,0
57088,3,0
12681,0,0
82136,9,0
82329,9,0
71248,7,0
36031,1,1
34834,1,1
44697,1,1
24944,0,0
23537,0,0
80793,9,0
97078,15,0
10835,0,0
121533,27,0
70688,6,0
31149,0,0
71159,7,0
51917,2,0
18398,0,0
101122,16,0
23314,0,0
11903,0,0
2782,0,0
16525,0,0
88382,11,0
56517,3,1
119207,26,1
109651,20,0
94446,14,1
18818,0,0
32133,0,0
103578,17,0
19559,0,0
31537,0,0
97171,15,0
43470,1,1
52589,2,0
75810,8,0
111741,21,1
68900,6,1
34444,1,1
73092,7,1
79323,9,0
106617,18,1
111055,20,0
11203,0,0
41879,1,0
86564,11,0
36633,1,1
65208,5,0
106768,18,0
101348,16,0
82930,10,0
115707,23,0
31,0,0
17860,0,0
114566,22,0
111297,20,0
10999,0,0
62026,4,0
51778,2,2
46992,1,1
110773,20,0
64653,5,1
44017,1,1
82004,9,0
118328,25,0
6418,0,0
89459,12,0
111347,20,0
20976,0,0
59712,4,0
14029,0,0
8517,0,0
47317,2,0
108207,19,0
1846,0,0
57093,3,1
61056,4,0
51525,2,0
117632,24,1
107419,19,0
36874,1,1
33150,1,0
56811,3,1
111112,20,0
93388,13,0
51858,2,0
96586,14,0
56331,3,0
70318,6,0
57652,3,0
109450,20,0
79499,9,0
36127,1,1
113546,22,0
108743,19,0
19181,0,0
89355,12,0
100630,16,1
37217,1,1
13547,0,0
55762,3,0
111136,20,0
120476,26,0
27486,0,0
64861,5,0
65760,5,1
59493,4,0
91161,12,0
107935,19,0
109061,19,0
123233,29,0
107242,19,0
109002,19,0
8242,0,0
27958,0,0
73423,7,0
47546,2,0
88516,11,0
68489,6,2
51589,2,0
26526,0,0
23910,0,0
56337,3,0
43994,1,1
33185,1,1
44855,1,1
85093,10,0
31814,0,0
92991,13,0
34877,1,1
15702,0,0
80326,9,0
333,0,0
84959,10,0
89225,12,0
18086,0,0
26429,0,0
18775,0,0
92507,13,0
38295,1,1
111213,20,0
83528,10,1
9481,0,0
70526,6,1
110796,20,0
112124,21,1
119634,26,0
43688,1,0
32982,1,1
54062,3,0
56551,3,0
115729,23,0
26266,0,0
7492,0,0
116386,24,0
105862,18,1
50130,2,0
97401,15,0
86367,11,0
23598,0,0
80054,9,0
112563,21,0
31061,0,0
83020,10,1
66122,5,0
108655,19,0
116703,24,0
68365,6,0
109255,20,0
69204,6,0
2184,0,0
11500,0,0
57997,3,0
117425,24,0
110771,20,0
119565,26,1
90531,12,0
43703,1,1
30947,0,0
27317,0,0
124154,30,0
49820,2,2
80533,9,0
40189,1,1
104931,18,1
119054,25,0
11892,0,0
39897,1,1
109447,20,0
45126,1,1
47516,2,2
69361,6,1
28186,0,0
3660,0,0
15311,0,0
57571,3,1
48596,2,0
88845,11,0
1618,0,0
84903,10,0
31344,0,0
59869,4,0
52773,2,0
62414,4,0
25535,0,0
82863,10,0
15527,0,0
120391,26,1
3377,0,0
117562,24,1
22162,0,0
94178,13,0
98952,15,0
83640,10,0
98650,15,0
109491,20,0
12475,0,0
12717,0,0
71090,7,0
62596,4,0
47520,2,0
17749,0,0
99335,15,0
22387,0,0
25371,0,0
25093,0,0
21995,0,0
79644,9,0
6235,0,0
121309,27,0
64879,5,0
13614,0,0
47420,2,0
107303,19,0
104881,18,0
41634,1,0
27031,0,0
97943,15,0
39571,1,0
69330,6,0
92727,13,0
117787,25,0
101232,16,0
42909,1,1
36364,1,0
57982,3,1
88277,11,0
70094,6,0
33030,1,1
101086,16,0
80582,9,0
82031,9,0
59573,4,0
42952,1,1
103923,17,0
100828,16,0
6108,0,0
95841,14,0
65694,5,1
46709,1,1
16601,0,0
65354,5,0
35835,1,1
76793,8,0
75757,8,0
70741,6,0
108693,19,0
76307,8,0
76658,8,1
82349,9,0
60807,4,0
87899,11,0
9138,0,0
87772,11,0
1452,0,0
120000,26,0
41799,1,0
56113,3,3
1864,0,0
22613,0,0
122723,28,0
67973,6,0
65866,5,0
48595,2,2
101924,16,9
53745,3,0
79758,9,0
93636,13,0
17109,0,0
124107,30,0
119933,26,0
86656,11,0
115371,23,0
41880,1,0
52869,2,0
107224,19,0
25781,0,0
27449,0,0
35602,1,0
104814,18,1
100951,16,0
65341,5,1
67405,6,0
84485,10,0
87627,11,0
41369,1,1
94883,14,0
118297,25,0
77134,8,0
3767,0,0
91602,12,0
100610,16,0
81094,9,0
74265,7,0
47314,2,0
39890,1,1
124717,30,0
37612,1,1
4444,0,0
58811,4,0
58199,3,0
13631,0,0
70865,6,1
37975,1,0
112642,21,2
111479,21,0
105162,18,1
19271,0,0
122424,28,0
86374,11,0
116605,24,1
102359,17,0
60720,4,0
11572,0,0
23541,0,0
36556,1,1
97521,15,0
36823,1,1
101360,16,0
42196,1,0
14998,0,0
47804,2,0
76900,8,1
117571,24,1
12351,0,0
47382,2,2
75241,8,0
109343,20,0
16536,0,0
71151,7,1
39849,1,1
70330,6,0
43236,1,1
67610,6,0
71205,7,1
113618,22,0
7696,0,0
28204,0,0
31278,0,0
103921,17,0
74912,7,0
57726,3,0
52072,2,0
66648,5,0
120614,27,1
93354,13,0
69884,6,0
33010,1,0
83743,10,0
110374,20,0
27218,0,0
39196,1,1
1543,0,0
48117,2,0
103987,17,0
92959,13,0
59018,4,0
1824,0,0
74721,7,0
60844,4,0
58476,3,0
65722,5,0
110461,20,1
115787,23,0
115831,23,0
109132,19,0
96127,14,0
100651,16,0
41161,1,1
27422,0,0
17406,0,0
98858,15,0
36718,1,1
30662,0,0
1945,0,0
63787,5,0
18739,0,0
6528,0,0
104289,17,0
25217,0,0
109459,20,0
58693,4,0
60944,4,0
23987,0,0
117874,25,0
7156,0,0
2724,0,0
91234,12,0
72360,7,0
87188,11,0
88117,11,0
55050,3,0
111443,21,0
56774,3,1
40258,1,0
122239,28,0
19974,0,0
81066,9,0
94667,14,0
107448,19,0
118289,25,0
84543,10,0
72720,7,0
23706,0,0
95651,14,0
105918,18,1
24128,0,0
29752,0,0
106005,18,1
115183,23,0
102130,16,0
110772,20,0
32874,1,1
65559,5,0
17805,0,0
99342,15,0
105701,18,0
65240,5,0
26504,0,0
17284,0,0
74845,7,0
33877,1,1
50874,2,0
104714,17,0
17091,0,0
99124,15,0
124206,30,0
44937,1,1
1540,0,0
104588,17,0
41985,1,1
88318,11,0
23967,0,0
121021,27,0
124739,30,0
14461,0,0
7090,0,0
64502,5,0
28567,0,0
119959,26,0
26174,0,0
52835,2,0
80864,9,0
30919,0,0
58917,4,0
48158,2,0
98518,15,0
8341,0,0
35004,1,1
38979,1,1
49585,2,0
102607,17,0
101787,16,0
46382,1,0
91405,12,0
44640,1,0
15466,0,0
40518,1,0
43623,1,1
110157,20,0
53996,3,0
115870,23,0
86266,11,0
33657,1,1
86420,11,0
21069,0,0
106025,18,0
9203,0,0
60129,4,0
70590,6,1
16723,0,0
74689,7,0
68974,6,0
8089,0,0
16412,0,0
30300,0,0
66136,5,0
24651,0,0
119312,26,1
115158,23,2
96772,14,0
56685,3,0
74542,7,1
115182,23,1
25352,0,0
7423,0,0
44652,1,1
113683,22,0
78106,8,1
90564,12,0
67286,6,0
76774,8,0
98219,15,0
52983,2,0
94454,14,0
10140,0,0
83701,10,0
10641,0,0
93299,13,0
73045,7,0
87853,11,0
63403,5,0
67068,5,0
47194,2,1
74010,7,0
91315,12,0
2636,0,0
62839,4,0
68959,6,0
88255,11,0
94085,13,0
82919,10,1
25718,0,0
84953,10,0
35901,1,0
86750,11,0
96148,14,0
114765,22,0
38511,1,0
40947,1,0
15914,0,0
101575,16,0
60234,4,0
105342,18,1
27017,0,0
26890,0,0
44276,1,1
12000,0,0
50276,2,0
1900,0,0
55411,3,0
30708,0,0
2968,0,0
101445,16,0
81130,9,0
110623,20,0
18183,0,0
40347,1,0
6006,0,0
8775,0,0
59709,4,0
109081,19,0
86701,11,0
55068,3,0
9043,0,0
10963,0,0
4143,0,0
106528,18,1
118206,25,0
109070,19,0
108521,19,0
109689,20,0
121100,27,0
18751,0,0
105204,18,0
76282,8,1
101977,16,2
51681,2,0
15969,0,0
7524,0,0
70852,6,0
61769,4,0
30334,0,0
6110,0,0
36503,1,1
53840,3,0
76984,8,0
47123,2,0
32446,0,0
89950,12,0
120225,26,0
82843,10,0
28422,0,0
77885,8,0
43943,1,1
80749,9,9
3099,0,0
85846,10,0
5561,0,0
11626,0,0
83979,10,0
115775,23,0
106195,18,1
9760,0,0
19818,0,0
81511,9,0
73050,7,0
42063,1,1
91206,12,0
23515,0,0
115943,23,0
54264,3,0
115119,23,1
118873,25,0
44947,1,1
57445,3,0
87522,11,0
111060,20,1
68290,6,0
8218,0,0
38944,1,1
96412,14,0
114184,22,1
122421,28,0
109653,20,0
33261,1,1
101082,16,0
71617,7,0
20138,0,0
52295,2,0
18702,0,0
113503,22,1
61237,4,0
42501,1,1
14341,0,0
99281,15,0
66902,5,0
20081,0,0
29231,0,0
120053,26,0
99177,15,0
122173,28,0
99092,15,0
87382,11,0
117919,25,0
74471,7,0
86137,11,0
103744,17,0
24210,0,0
70989,6,0
54803,3,1
28576,0,0
53643,2,0
106686,18,0
124100,30,0
96012,14,0
111537,21,0
123202,29,0
91686,12,0
99381,15,0
71909,7,0
84446,10,0
51602,2,0
114413,22,0
83331,10,0
64444,5,0
70236,6,0
111545,21,1
67746,6,0
23861,0,0
110679,20,0
21822,0,0
103115,17,0
109771,20,0
123990,30,0
50264,2,0
74911,7,0
71575,7,0
38248,1,0
68051,6,0
123575,29,0
2542,0,0
70669,6,0
84843,10,0
108194,19,0
4679,0,0
67823,6,0
80472,9,0
41698,1,1
19648,0,0
124930,30,0
39402,1,1
101073,16,0
102919,17,0
25360,0,0
6766,0,0
41714,1,1
50188,2,2
33805,1,1
119220,26,0
25069,0,0
30896,0,0
105131,18,1
46909,1,1
93028,13,0
88040,11,0
69031,6,0
63418,5,0
96690,14,0
58354,3,0
104049,17,0
15753,0,0
45912,1,0
49384,2,0
20136,0,0
94109,13,0
116633,24,0
57015,3,0
10757,0,0
61091,4,0
100091,16,0
30418,0,0
85422,10,0
29321,0,0
10393,0,0
85087,10,0
2726,0,0
59442,4,0
97586,15,0
73081,7,0
7031,0,0
91222,12,0
69406,6,0
110611,20,0
43603,1,1
91268,12,0
61062,4,0
34502,1,0
114625,22,0
18337,0,0
30313,0,0
57700,3,0
27585,0,0
41536,1,1
121775,28,0
76005,8,0
43456,1,0
98780,15,0
120732,27,0
67422,6,0
116435,24,0
60078,4,0
98254,15,0
62817,4,0
95280,14,0
65132,5,1
111519,21,0
52441,2,0
10407,0,0
19273,0,0
26867,0,0
39881,1,0
107934,19,0
110747,20,1
81598,9,0
74360,7,0
43656,1,1
26704,0,0
47996,2,0
106393,18,0
84228,10,0
119227,26,1
99148,15,0
87766,11,0
124934,30,0
2997,0,0
56279,3,0
47138,2,2
124530,30,0
62172,4,0
79388,9,0
40357,1,1
109272,20,0
121018,27,0
111252,20,0
8764,0,0
119515,26,1
61468,4,0
121683,27,0
69151,6,1
13711,0,0
42939,1,0
42047,1,1
100187,16,0
9902,0,0
88360,11,0
107043,19,0
78076,8,1
38956,1,1
85519,10,0
74672,7,0
54529,3,0
115135,23,0
20803,0,0
91102,12,0
91431,12,0
118380,25,0
45718,1,1
117438,24,0
26857,0,0
103023,17,0
78300,8,0
23240,0,0
50409,2,0
84072,10,0
25097,0,0
84249,10,0
117819,25,0
120744,27,0
26788,0,0
14346,0,0
49187,2,1
123948,29,0
20959,0,0
30712,0,0
81644,9,0
29727,0,0
56855,3,0
88594,11,0
43957,1,0
43378,1,1
20992,0,0
96564,14,0
114105,22,0
70556,6,1
22893,0,0
20284,0,0
12751,0,0
24025,0,0
92125,13,1
42777,1,1
50704,2,0
64118,5,0
114163,22,1
52737,2,2
37983,1,1
37218,1,1
8932,0,0
114202,22,0
109644,20,0
8075,0,0
91883,13,0
124093,30,0
86663,11,0
79330,9,0
124741,30,0
29389,0,0
106936,18,1
7230,0,0
45879,1,0
103557,17,0
101396,16,0
23136,0,0
87631,11,0
98882,15,0
2259,0,0
58538,3,0
77999,8,1
12846,0,0
93662,13,0
362,0,0
94888,14,0
14324,0,0
58287,3,1
32523,0,0
25913,0,0
62983,5,0
77547,8,0
77871,8,1
47332,2,0
92466,13,0
15186,0,0
120742,27,0
80144,9,0
46942,1,1
12186,0,0
122001,28,0
51766,2,0
86061,11,0
107183,19,0
29478,0,0
27090,0,0
40932,1,1
86263,11,0
50244,2,0
68463,6,1
91877,13,1
2323,0,0
65745,5,0
3995,0,0
15627,0,0
100558,16,0
16441,0,0
59708,4,0
32807,1,1
23812,0,0
38423,1,1
122588,28,0
39584,1,1
19428,0,0
88788,11,0
74771,7,0
7162,0,0
36560,1,1
58341,3,1
2831,0,0
80113,9,0
19331,0,0
63512,5,0
6832,0,0
93214,13,0
36461,1,0
95917,14,0
77677,8,0
43600,1,1
105013,18,0
4051,0,0
55923,3,0
105667,18,0
89457,12,0
116643,24,0
18926,0,0
114643,22,1
67269,6,0
122672,28,0
20088,0,0
10762,0,0
44779,1,1
78724,8,0
52258,2,0
98022,15,0
8682,0,0
110336,20,20
23174,0,0
46726,1,0
51160,2,0
91209,12,0
94232,13,1
53248,2,0
53627,2,0
11295,0,0
110386,20,1
110678,20,0
93780,13,0
82853,10,0
57071,3,0
18684,0,0
124614,30,0
37059,1,0
73986,7,1
66343,5,0
115153,23,0
47066,2,0
8655,0,0
45172,1,1
71281,7,1
65621,5,0
77778,8,0
112800,21,0
115603,23,0
11074,0,0
110756,20,0
32757,1,1
42901,1,1
9314,0,0
44880,1,1
108489,19,0
5541,0,0
43057,1,1
104804,18,0
69478,6,0
110,0,0
2372,0,0
80816,9,0
87790,11,0
51740,2,0
65325,5,1
70424,6,0
105695,18,0
93696,13,0
36005,1,1
83843,10,1
19444,0,0
56266,3,0
55978,3,0
5154,0,0
16042,0,0
70894,6,0
31504,0,0
80601,9,0
70365,6,1
90233,12,0
36729,1,1
76673,8,0
23090,0,0
34391,1,1
75944,8,0
109006,19,0
91695,12,0
101627,16,0
9980,0,0
73988,7,0
76734,8,0
59788,4,0
65418,5,0
101970,16,0
39604,1,1
25265,0,0
123508,29,0
74776,7,0
43886,1,1
37634,1,1
59060,4,0
98786,15,0
39254,1,1
53683,2,0
85041,10,0
73176,7,0
51834,2,0
4911,0,0
56736,3,0
6872,0,0
121545,27,0
118944,25,0
36750,1,1
49466,2,0
68035,6,0
76487,8,0
54392,3,0
34628,1,1
28278,0,0
67331,6,0
33364,1,1
25690,0,0
53385,2,0
72947,7,0
42210,1,1
71669,7,0
95203,14,0
57680,3,0
107162,19,0
31641,0,0
5779,0,0
7225,0,0
75990,8,0
20475,0,0
100663,16,0
102417,17,0
102335,17,0
15530,0,0
80651,9,0
13732,0,0
50879,2,0
64750,5,0
64319,5,1
105202,18,1
66717,5,0
45410,1,0
61933,4,0
10501,0,0
97056,15,0
34827,1,1
89277,12,0
116028,23,0
71275,7,0
31235,0,0
88841,11,0
39929,1,1
19934,0,0
30464,0,0
114875,22,0
32549,0,0
32435,0,0
75473,8,0
112349,21,0
23445,0,0
79546,9,0
80511,9,0
33219,1,1
116697,24,0
18621,0,0
60386,4,0
9158,0,0
95382,14,0
122823,28,0
54067,3,0
80568,9,0
92017,13,0
61989,4,0
122740,28,0
27853,0,0
90285,12,0
32760,1,1
100577,16,0
119849,26,1
62016,4,0
94407,13,1
28101,0,0
24683,0,0
110430,20,0
24393,0,0
108523,19,0
1815,0,0
101205,16,0
15370,0,0
107213,19,0
10776,0,0
34752,1,1
79815,9,0
70566,6,0
67491,6,0
122877,29,0
26922,0,0
119026,25,0
53837,3,0
18742,0,0
8745,0,0
51491,2,2
98915,15,0
62079,4,0
76801,8,1
32590,0,0
90890,12,0
14792,0,0
111978,21,0
4218,0,0
39317,1,1
80251,9,0
28362,0,0
104363,17,0
50662,2,0
48662,2,0
9804,0,0
117703,24,1
94529,14,0
20399,0,0
97706,15,0
39845,1,1
94037,13,0
38061,1,1
20870,0,0
50925,2,0
101997,16,0
92016,13,1
50273,2,0
66705,5,0
59594,4,0
84848,10,1
23444,0,0
64534,5,0
68279,6,0
16249,0,0
25066,0,0
41652,1,0
4253,0,0
104649,17,1
56817,3,0
23604,0,0
124617,30,0
25818,0,0
78594,8,0
31974,0,0
39473,1,1
19461,0,0
47579,2,0
81246,9,0
31570,0,0
1349,0,0
87120,11,0
22711,0,0
18924,0,0
8535,0,0
22237,0,0
72639,7,0
86384,11,0
61164,4,0
63422,5,0
33116,1,1
67846,6,0
38183,1,1
87641,11,0
38592,1,1
26135,0,0
86802,11,0
1332,0,0
80057,9,0
118507,25,0
83587,10,1
23389,0,0
2854,0,0
90229,12,0
97744,15,0
84069,10,0
14377,0,0
27726,0,0
22691,0,0
18198,0,0
29161,0,0
54981,3,0
24777,0,0
94300,13,0
108346,19,0
104506,17,0
85611,10,0
75272,8,0
50839,2,0
24342,0,0
66792,5,1
9810,0,0
24655,0,0
53152,2,0
115714,23,0
3118,0,0
81834,9,0
84447,10,0
14203,0,0
44323,1,1
104160,17,0
105140,18,1
52211,2,0
45119,1,1
119200,26,0
57721,3,0
34410,1,1
29642,0,0
25844,0,0
68317,6,1
10154,0,0
61534,4,0
46780,1,1
65967,5,0
15177,0,0
8277,0,0
99091,15,0
99482,15,0
93364,13,0
75942,8,0
113699,22,1
50170,2,0
105394,18,0
69623,6,1
31271,0,0
81275,9,0
63354,5,0
51371,2,0
103956,17,0
102538,17,0
58291,3,0
42363,1,1
10056,0,0
43501,1,1
117659,24,0
98769,15,0
93434,13,0
65174,5,0
58814,4,0
10330,0,0
5381,0,0
100344,16,0
37278,1,1
77031,8,1
89538,12,0
83377,10,1
95587,14,0
25802,0,0
85446,10,10
112751,21,0
73966,7,0
65831,5,0
124218,30,0
14238,0,0
65194,5,0
66507,5,0
32528,0,0
83681,10,0
24840,0,0
116876,24,1
107046,19,0
47336,2,0
71937,7,0
10118,0,0
20014,0,0
28655,0,0
93082,13,0
102045,16,0
111643,21,2
33903,1,1
78530,8,0
81680,9,0
60932,4,0
27825,0,0
40233,1,1
79150,9,0
25686,0,0
40221,1,1
38246,1,0
53127,2,0
32082,0,0
37464,1,0
101573,16,0
60867,4,0
53710,3,0
123927,29,0
36768,1,1
46591,1,1
82272,9,0
77581,8,0
102695,17,0
102532,17,0
36883,1,1
41960,1,0
74412,7,0
95518,14,0
100193,16,0
18275,0,0
103279,17,0
53777,3,0
89549,12,0
109943,20,0
93403,13,1
99115,15,0
549,0,0
108718,19,0
32204,0,0
10425,0,0
75349,8,0
70625,6,1
28121,0,0
59983,4,0
44670,1,1
572,0,0
97940,15,0
33765,1,0
48546,2,2
89436,12,0
106012,18,0
120194,26,0
88038,11,0
61979,4,0
4896,0,0
81309,9,0
120298,26,1
47209,2,0
108236,19,0
8158,0,0
34498,1,0
102297,17,0
12116,0,0
85700,10,1
47615,2,0
34382,1,1
70058,6,0
45637,1,1
27418,0,0
2660,0,0
77488,8,0
12951,0,0
13479,0,0
20258,0,0
60421,4,0
73024,7,0
44848,1,0
47069,2,0
87045,11,1
56610,3,0
64395,5,0
26259,0,0
37680,1,1
100852,16,0
72579,7,0
67378,6,0
69244,6,0
46742,1,0
83515,10,0
5098,0,0
76654,8,1
102764,17,0
15911,0,0
98543,15,1
73341,7,0
85390,10,0
122715,28,0
90820,12,0
50146,2,0
68023,6,0
83631,10,0
91486,12,0
78415,8,0
98407,15,0
109270,20,0
123010,29,0
24038,0,0
115802,23,0
78184,8,0
116406,24,0
45956,1,0
96467,14,0
117601,24,0
73213,7,0
15031,0,0
68387,6,0
87639,11,0
28066,0,0
77791,8,1
114465,22,0
19686,0,0
30918,0,0
80708,9,0
35058,1,1
94744,14,0
31956,0,0
75612,8,0
6561,0,0
21664,0,0
43490,1,0
65758,5,5
65889,5,0
77553,8,0
65986,5,0
74125,7,0
100330,16,0
120003,26,1
68188,6,0
6650,0,0
98135,15,0
41863,1,0
69147,6,1
111295,20,0
122678,28,0
46254,1,0
81091,9,0
23739,0,0
73482,7,0
106275,18,0
8838,0,0
62252,4,0
41711,1,1
68386,6,0
109479,20,0
64001,5,0
79988,9,0
90828,12,0
77923,8,0
27880,0,0
15044,0,0
14169,0,0
26237,0,0
102013,16,0
77896,8,0
108683,19,0
113380,21,0
93570,13,0
51212,2,0
14009,0,0
100469,16,0
21842,0,0
83359,10,0
84965,10,0
1704,0,0
77187,8,1
24912,0,0
102196,16,0
108537,19,0
105870,18,1
20340,0,0
32447,0,0
114945,22,0
33626,1,0
5836,0,0
27733,0,0
21337,0,0
12345,0,0
48779,2,0
47891,2,0
23295,0,0
86932,11,0
88651,11,0
119303,26,1
34776,1,1
36103,1,1
9889,0,0
79124,9,1
29188,0,0
76538,8,1
49254,2,0
106380,18,1
114794,22,0
28264,0,0
71058,6,1
17037,0,0
62065,4,0
94149,13,1
79231,9,0
27589,0,0
101052,16,0
93267,13,0
32855,1,1
80611,9,0
69658,6,1
95776,14,0
118650,25,0
111364,21,0
79331,9,0
92806,13,0
74288,7,0
11922,0,0
119234,26,0
117994,25,2
21592,0,0
64722,5,0
61959,4,0
74970,7,0
7321,0,0
30914,0,0
112275,21,0
53824,3,0
25891,0,0
106030,18,2
63680,5,1
4961,0,0
25871,0,0
32661,0,0
54201,3,0
46816,1,1
52124,2,0
56285,3,0
79743,9,0
34095,1,1
5879,0,0
87887,11,0
85773,10,0
65732,5,0
78141,8,1
8893,0,0
113951,22,0
45368,1,1
97032,14,0
109088,19,0
6517,0,0
23169,0,0
2113,0,0
52676,2,0
61013,4,0
95068,14,0
18661,0,0
58604,3,0
51051,2,0
114870,22,0
75410,8,1
48150,2,0
39514,1,0
48358,2,2
82670,10,1
93062,13,1
71219,7,0
50616,2,2
99344,15,0
15766,0,0
11466,0,0
11567,0,0
98742,15,0
75468,8,0
120691,27,0
70616,6,1
110793,20,0
115489,23,0
43595,1,0
108972,19,0
1684,0,0
75879,8,0
117630,24,0
6657,0,0
21194,0,0
7431,0,0
24784,0,0
22808,0,0
44832,1,1
26514,0,0
107801,19,0
4081,0,0
62084,4,0
256,0,0
36121,1,1
111384,21,0
109843,20,0
84468,10,0
89164,12,0
50954,2,0
14535,0,0
119638,26,1
51422,2,0
53066,2,0
68521,6,0
119531,26,0
62721,4,0
66370,5,0
62494,4,0
20844,0,0
118180,25,0
19543,0,0
30952,0,0
6370,0,0
80959,9,0
79520,9,0
19242,0,0
95401,14,0
67527,6,0
49193,2,0
51683,2,0
48612,2,0
97874,15,0
98595,15,0
17865,0,0
57637,3,0
75316,8,0
92363,13,0
65895,5,0
96482,14,0
30329,0,0
81291,9,0
29571,0,0
12255,0,0
101803,16,0
3935,0,0
83966,10,0
85926,10,0
32073,0,0
31906,0,0
1501,0,0
95822,14,1
2787,0,0
85157,10,0
108740,19,0
20507,0,0
88183,11,0
10365,0,0
106487,18,1
60997,4,0
5809,0,0
42833,1,0
26330,0,0
82729,10,0
41494,1,1
97900,15,0
17342,0,0
103374,17,0
93824,13,0
76032,8,0
29216,0,0
123121,29,0
101542,16,0
3818,0,0
39858,1,1
33605,1,1
65489,5,1
56135,3,0
119785,26,1
96074,14,0
54778,3,0
4009,0,0
28966,0,0
64920,5,1
98077,15,0
112742,21,0
87577,11,0
92612,13,0
20262,0,0
31008,0,0
